,NOME,CPF,IDADE,SEXO,E-MAIL,NOTA ENEM,CRA 2°,CRA 4°,CRA 6°,ABANDONO,SEMESTRE DE ABANDONO
966,Cauã Barbosa,906.847.213-50,21,M,zbarros@example.net,641,8.186360458297592,,,True,4
967,Diego Carvalho,504.692.731-43,21,F,gustavo-henriquemartins@example.net,694,5.041858603591739,8.231754525738982,8.206843988585831,False,8
968,Anthony Vieira,208.394.167-50,22,F,portofelipe@example.org,654,9.840940120743966,5.355232120913226,7.086327001196151,False,8
969,João Miguel Almeida,426.107.835-07,22,F,cavalcantilucas@example.org,651,5.706205323130003,,,True,5
970,Sr. Anthony das Neves,036.428.795-00,19,M,giovanna28@example.com,715,5.94133297108222,5.202723289530603,9.460980652418005,False,8
971,Vicente Barros,471.068.539-84,25,F,isaac07@example.net,675,6.229388589725657,8.165244219402489,6.181098020020315,False,8
972,Sr. João Pedro Teixeira,430.589.726-10,18,F,arthur01@example.net,766,,,,True,1
973,Sr. Arthur da Cunha,627.913.450-43,22,M,barbosavinicius@example.net,747,9.803754561858245,6.446616120565777,9.239576173697557,False,8
974,Isaac da Cunha,710.649.532-80,24,F,fariassophia@example.org,681,6.016003076610669,9.536379094656638,6.70210463073678,False,8
975,Dr. Bryan Alves,549.120.368-89,25,M,clarasantos@example.net,702,,,,True,1
976,Larissa Mendes,603.712.584-80,26,M,nathanmendes@example.com,769,8.088225903264021,6.4232515745455565,6.778702147682875,False,8
977,Yuri Pires,849.712.630-04,18,M,ycardoso@example.com,720,9.612881457104427,9.499248480834712,9.963277751465824,False,8
978,Ana Sophia Correia,971.023.546-06,18,M,valentinamoraes@example.org,716,5.431772534814171,6.62859276344579,5.811885102147796,False,8
979,Marina Cardoso,624.031.597-43,25,M,rochamarina@example.org,650,9.93781739469857,5.697273083793791,7.079471377418713,False,8
980,Srta. Cecília da Rosa,394.176.082-31,19,F,xporto@example.com,797,5.6893462223398625,6.173579766684234,9.892855736958188,False,8
981,Vitor Hugo Costela,261.580.739-03,26,F,bruna25@example.com,691,6.81115233482712,,,True,5
982,Vitor Viana,329.840.165-05,22,M,camposcarlos-eduardo@example.net,674,7.527159229973888,,,True,3
983,Dr. Cauã Freitas,586.207.914-94,19,F,bryan81@example.org,688,5.129785689810763,9.01397191366489,8.658265675050304,False,8
984,Sophie da Mata,532.047.189-05,18,M,ycosta@example.org,732,7.068122191324338,6.681022134258248,6.297057599239959,False,8
985,Emanuelly Silva,109.872.645-67,20,M,ksilva@example.com,772,7.039810144679439,,,True,4
986,Maria da Cunha,762.835.019-40,26,M,enunes@example.org,701,6.287015438534933,5.760084958987671,5.216844192562491,False,8
987,Vicente Pereira,395.128.467-64,18,M,davi-lucca40@example.com,730,9.211535630609912,8.586544851420003,9.059143437991189,False,8
988,Sr. Pedro Lucas Araújo,948.623.015-33,26,F,freitasbruno@example.com,712,,,,True,2
989,Gabriel Moraes,819.034.657-10,24,M,araujopedro-henrique@example.net,763,6.186082084487303,5.994599300621639,5.059175233339383,False,8
990,Miguel Costa,179.580.346-01,27,M,ocostela@example.com,706,9.881070062614715,,,True,6
991,Dr. Heitor Teixeira,365.074.219-52,27,F,catarinabarros@example.com,737,5.550224292101527,,,True,3
992,Davi Lucca Moreira,964.135.820-06,23,F,araujojulia@example.com,754,6.192820695644054,,,True,4
993,Calebe Moraes,870.354.269-65,26,F,danieldias@example.net,666,9.50691465189055,7.41468259208199,5.672784654945528,False,8
994,Carlos Eduardo Barbosa,602.354.879-29,26,F,maria-vitoria74@example.net,640,6.5437821133519325,8.044375308993478,6.911533129315336,False,8
995,Luiz Miguel Pires,053.249.186-60,23,F,castrotheo@example.com,644,6.876811268871609,6.102435823477924,5.0263429289263915,False,8
996,Dr. João Felipe Oliveira,468.209.317-78,20,F,pedro-miguelmoreira@example.org,795,6.854043289611804,,,True,3
997,Davi Luiz da Cunha,638.124.059-89,23,M,mariane68@example.com,641,5.394206534664682,,,True,6
998,Isis Araújo,793.561.028-21,23,F,vitor-hugonunes@example.com,745,7.765090598288571,,,True,5
999,Nicole Martins,143.720.589-50,18,F,ana42@example.org,796,9.063126454753577,,,True,3
