,Nome,Sexo,CPF,Idade,Email,Nota Enem,CRAs_2semestre,CRAs_4semestre,CRAs_6semestre
986,Maria da Mota,Feminino,765.913.240-70,18,vicente65@example.net,768,9.813214277212571,6.7031803249587,5.632156562759257
987,Isabel da Mata,Feminino,368.154.097-75,25,carolina44@example.com,685,6.631792005407556,5.154968087715764,8.772604743395858
988,Rodrigo Rocha,Masculino,134.596.078-66,20,ejesus@example.com,793,8.290482940111286,,
989,Mariana da Mata,Feminino,675.481.392-09,23,scastro@example.net,723,8.183781888878885,,
990,Emanuella da Cunha,Feminino,182.965.470-58,24,valentina67@example.org,777,,,
991,Nathan Souza,Masculino,621.573.940-52,23,sarahpires@example.com,725,7.7205789652491115,9.281097329956996,5.350174517650432
992,Renan Fogaça,Masculino,264.583.710-71,21,dcampos@example.org,723,7.182894743697583,,
993,Benjamin da Costa,Masculino,642.718.350-80,20,emanuelly51@example.com,753,7.069581097472219,8.489541832849964,6.668838547763496
994,Elisa da Cunha,Feminino,680.931.524-15,20,ana-luiza68@example.net,778,7.299021499658336,,
995,Gabrielly Moreira,Feminino,590.184.623-06,19,da-motaisis@example.org,781,8.67723765619975,,
996,Nina Martins,Feminino,986.172.354-46,20,da-pazenzo@example.net,770,8.5117004402451,,
997,Alícia Correia,Feminino,586.012.973-40,27,joao-gabriel44@example.org,688,6.769430648427173,5.336197639995502,9.067421529153348
998,Nicole Ramos,Feminino,019.382.467-13,21,smartins@example.net,755,6.478135686054953,9.80639921051154,9.26872080353107
999,Gabriel Ferreira,Masculino,237.690.148-04,21,tpereira@example.org,767,6.296847365357351,9.19721889648924,5.951178121107489
