CPF,Nome,Idade,Sexo,Email,Nota do enem,Abandono,Semestre em que abandonou,CRA no segundo semestre,CRA no quarto semestre,CRA no sexto semestre
370.965.128-02,Maysa Pereira,27,F,ialmeida@example.org,790,False,,5.167879396207086,7.970756562017746,6.753693406263991
957.680.423-00,Thales Silva,21,M,peixotoandre@example.com,724,False,,7.537335920046293,8.876561512871007,9.344356551178087
107.645.982-01,Juliana Moreira,19,F,rcosta@example.net,747,False,,9.251239308072472,8.770163045173714,8.473594000102496
653.409.821-06,Rafael Porto,21,M,ncardoso@example.com,729,True,4.0,8.857457090316284,,
530.846.721-80,Alana Ramos,24,F,esthernogueira@example.net,645,True,8.0,8.668854576447389,6.436770302441891,5.922430503101621
210.639.458-60,Emilly Sales,19,F,rcastro@example.net,728,False,,9.238070008561149,8.081818102004444,7.925045707136011
397.418.256-09,Maria Clara Pereira,27,F,raquel93@example.com,690,False,,9.96117690855517,9.432697865388494,7.579524575351396
869.435.027-00,Nicolas Santos,19,M,miguel49@example.com,770,False,,7.834894676006857,9.527327345780138,5.718944666224114
480.765.293-10,Srta. Yasmin Rodrigues,28,F,ferreiralaura@example.net,749,False,,9.515448879760648,9.279564279854185,5.74889822541401
428.756.091-49,João Gabriel Teixeira,18,M,novaesvitor@example.org,786,True,1.0,,,
268.743.910-03,Carlos Eduardo Aragão,25,M,julia41@example.com,776,False,,9.444488808883868,7.604432433473823,5.68644280432566
239.147.658-28,Srta. Emilly da Paz,18,F,diegoda-rocha@example.net,730,False,,9.543045583916179,6.3622113109362814,6.964222761054359
217.049.386-78,Maria Julia Fogaça,27,F,silvaalicia@example.com,754,True,5.0,8.585672246555799,9.488174801669707,
576.214.083-08,Lorena Pereira,26,F,gomesaugusto@example.com,703,False,,7.223651698035982,8.204414867471954,8.43951434416031
217.065.389-95,Sra. Laís Nascimento,26,F,stephany54@example.net,797,False,,6.535287824389088,8.489734755843763,5.048588573632195
426.985.310-70,Milena Ferreira,26,F,helenabarbosa@example.net,765,False,,9.028474619963564,7.144091768552755,6.884606169020593
093.271.658-02,Thiago Costela,25,M,da-cunhacaroline@example.net,677,False,,7.890203772428069,9.11012800545305,8.708545049814756
143.209.785-79,Sr. Murilo Gomes,26,M,eloahcunha@example.org,763,True,1.0,,,
423.079.615-34,Diogo Barbosa,25,M,luiza91@example.net,668,False,,7.218501665072921,7.000785248376269,5.363238489217411
713.640.598-00,Lucca Martins,26,M,alanada-cunha@example.org,643,True,7.0,8.139842445551256,8.997742816763756,6.163754385941392
193.270.548-14,Dr. Cauê Araújo,27,M,joao-pedropereira@example.org,726,False,,8.6942934016251,9.61152074395945,9.555062052498293
542.387.096-83,Luiza Ramos,18,F,onunes@example.org,641,True,2.0,,,
520.347.968-29,João Felipe Castro,24,M,wcardoso@example.com,715,False,,8.780279001630788,6.99435954529139,6.850151295427281
523.984.017-23,Sra. Lavínia Costa,21,F,larissa95@example.com,780,True,2.0,,,
938.417.502-14,Vinicius Moraes,20,M,vicenterodrigues@example.org,717,False,,7.720378884672765,5.0836202930159535,5.4225545081232
962.831.704-04,Marcela Vieira,23,F,piresemilly@example.org,702,False,,7.332574806798116,8.651540334128669,6.228964748825767
108.639.724-03,Mariane Aragão,19,F,barrosjoao@example.com,640,True,1.0,,,
270.831.954-04,Vinicius Alves,19,M,jfarias@example.org,678,False,,8.446445215800981,7.578333329415534,9.36962253055695
981.364.750-75,Enzo Ramos,20,M,iannogueira@example.org,708,False,,7.811607097312553,9.226444450742585,9.256242485350079
928.435.610-51,Marcela Castro,23,F,raul36@example.net,721,False,,8.942530212511361,7.743786837946155,8.15669721364656
047.368.291-50,Davi Lucas da Luz,18,M,obarbosa@example.net,668,True,3.0,7.118547510777531,,
250.968.734-47,Sr. Davi Luiz Martins,21,M,xfogaca@example.org,783,False,,6.02047300268336,8.102298958827365,9.195684230067613
482.950.367-00,Clara Aragão,28,F,jda-rocha@example.com,649,True,4.0,8.066092248552586,,
907.143.268-87,Sarah Rodrigues,26,F,marcelacastro@example.com,759,True,4.0,5.488975844664223,,
694.852.037-56,Breno Lopes,28,M,maria-eduardada-cruz@example.net,734,False,,8.439686256982238,7.600309819736939,9.268932526502802
069.872.143-87,Lucas Gabriel Cunha,19,M,carolinemoreira@example.com,788,False,,6.96808371784188,9.701464160145544,6.5821332105323
415.362.870-08,Daniela Nascimento,25,F,mariane42@example.org,716,False,,8.69283268072958,7.468203467664375,5.156229519245731
056.193.428-24,Paulo Duarte,19,M,voliveira@example.org,659,True,4.0,9.051150244214273,,
721.603.498-87,Sr. Yago Barros,18,M,nunessofia@example.net,658,False,,9.81120891887418,8.578756919235124,5.107377804388061
972.140.368-78,Kamilly Duarte,27,F,carolinanunes@example.org,770,False,,5.237332931555894,7.237312371939401,8.5476957692661
074.529.683-10,Raul Silveira,27,M,ida-mota@example.net,708,True,3.0,9.60069056651291,,
081.964.352-15,Yuri Santos,28,M,jfreitas@example.com,719,True,4.0,8.15703993860947,,
683.409.275-74,Bruna Campos,19,F,fernandamoreira@example.com,732,False,,8.872902950457668,8.567957293293382,7.011157568563835
970.162.548-01,Fernanda Teixeira,26,F,kaique44@example.net,672,True,4.0,8.245271709219097,,
784.620.153-08,Stella Nunes,23,F,ana-laurada-rocha@example.net,649,False,,7.726772269035438,6.110451852995151,9.43363277171421
892.156.473-09,João Miguel Novaes,18,M,sramos@example.net,793,True,8.0,8.159476632508248,8.44639638174851,9.201232137648375
483.017.956-20,Marina Ribeiro,28,F,pietrojesus@example.org,759,True,3.0,6.861204118298406,,
218.936.745-09,Agatha da Mota,28,F,joao-pedrocardoso@example.org,711,False,,9.1245213464418,8.544348690673047,5.130669580465062
075.439.281-32,Isabel Barros,27,F,castroyasmin@example.org,783,True,7.0,8.98294261709695,7.43308557085502,8.668075016192054
287.035.691-95,Rafael Silveira,27,M,fernando12@example.org,678,True,5.0,8.243830047923026,7.331381489850366,
260.148.793-31,Beatriz Costa,22,F,da-luzbruna@example.org,720,False,,9.604618205132933,8.05602546546046,5.170430528574563
785.241.360-90,Luiz Henrique Pereira,24,M,ndias@example.net,797,False,,5.695148802177219,9.937683714271655,8.434262811189448
796.843.502-10,Manuela Cardoso,24,F,pedro-lucas04@example.net,702,False,,6.831190537250048,7.965231113378395,7.331695899805169
048.213.695-24,Dr. Alexandre Santos,25,M,ipereira@example.com,725,False,,8.882424329187732,8.703509110922448,7.825798615421904
540.361.782-53,Caio Cardoso,28,M,sabrinaaragao@example.net,668,False,,5.100496355379126,5.5925677915812795,7.112843911897475
467.590.128-01,Isabel Souza,26,F,rauloliveira@example.net,664,False,,5.423251003937443,9.841956467614317,9.933169894758183
561.287.930-02,Yago Silva,22,M,piresraul@example.org,758,True,4.0,7.1706407661185665,,
817.302.649-13,Lucca Melo,28,M,camposdanilo@example.com,661,False,,8.397428489713535,5.124836645309953,7.319180112527179
